review_id,product_name,category,review_text,rating,review_date,helpful_votes
1,삼성 갤럭시 S24,스마트폰,화면이 정말 선명하고 배터리도 오래가요. AI 기능이 특히 마음에 듭니다. 카메라 성능도 뛰어나서 사진 찍기 좋아요.,5,2024-01-15,45
2,삼성 갤럭시 S24,스마트폰,가격 대비 성능이 좋습니다. 다만 발열이 조금 있어요. 게임할 때 뜨거워집니다.,4,2024-01-16,23
3,삼성 갤럭시 S24,스마트폰,디자인은 예쁜데 무게가 좀 무거워요. 한 손으로 사용하기 불편합니다.,3,2024-01-17,12
4,애플 아이폰 15,스마트폰,iOS 생태계가 편리해요. 다른 애플 기기와 연동이 잘 됩니다. 가격이 비싸지만 만족해요.,5,2024-01-18,67
5,애플 아이폰 15,스마트폰,배터리 수명이 짧아서 실망이에요. 하루도 못 버텨요. 충전기도 별도 구매해야 해서 불편합니다.,2,2024-01-19,89
6,LG 그램 17,노트북,가볍고 휴대성이 좋아요. 출장 다닐 때 편리합니다. 화면도 크고 선명해요.,5,2024-01-20,34
7,LG 그램 17,노트북,발열 관리가 아쉬워요. 오래 사용하면 뜨거워집니다. 팬 소음도 좀 있어요.,3,2024-01-21,28
8,LG 그램 17,노트북,가격이 너무 비싸요. 성능 대비 가성비가 떨어집니다. 차라리 맥북 살걸.,2,2024-01-22,56
9,소니 WH-1000XM5,이어폰/헤드폰,노이즈캔슬링 최고입니다! 지하철에서도 음악에 집중할 수 있어요. 음질도 훌륭해요.,5,2024-01-23,78
10,소니 WH-1000XM5,이어폰/헤드폰,무선 연결이 가끔 끊겨요. 블루투스 불안정합니다. AS 받아야 할 것 같아요.,2,2024-01-24,45
11,에어팟 프로 2,이어폰/헤드폰,애플 기기와 연동 완벽해요. 통화 품질도 좋고 착용감도 편해요.,4,2024-01-25,56
12,에어팟 프로 2,이어폰/헤드폰,가격 대비 음질이 그저 그래요. 비싼 값을 못 하는 것 같습니다.,3,2024-01-26,34
13,다이슨 V15,청소기,흡입력이 정말 강력해요! 먼지 하나 안 남기고 다 빨아들입니다. 무선이라 편해요.,5,2024-01-27,89
14,다이슨 V15,청소기,배터리 지속시간이 너무 짧아요. 청소 중간에 충전해야 합니다. 실망이에요.,2,2024-01-28,67
15,다이슨 V15,청소기,무게가 무거워서 한 손으로 들고 청소하기 힘들어요. 팔이 아파요.,3,2024-01-29,45
16,삼성 비스포크 냉장고,가전,디자인이 예쁘고 수납공간이 넉넉해요. 에너지 효율도 좋습니다.,5,2024-01-30,34
17,삼성 비스포크 냉장고,가전,얼음 기능이 자주 고장나요. AS 받았는데 또 문제 생겼습니다. 품질 관리 필요해요.,1,2024-01-31,112
18,삼성 비스포크 냉장고,가전,가격이 비싸지만 만족합니다. 인테리어에도 잘 어울려요.,4,2024-02-01,23
19,LG 올레드 TV,TV,화질이 정말 뛰어나요! 영화 볼 때 몰입감이 다릅니다. 색감 표현이 완벽해요.,5,2024-02-02,78
20,LG 올레드 TV,TV,번인 현상이 걱정돼요. 같은 화면 오래 틀면 자국 남을까봐 불안합니다.,3,2024-02-03,56
21,샤오미 로봇청소기,청소기,가성비 최고! 이 가격에 이 성능이라니 놀랍습니다. 앱 연동도 잘 돼요.,5,2024-02-04,67
22,샤오미 로봇청소기,청소기,매핑 기능이 가끔 오류나요. 같은 곳을 반복해서 청소합니다.,3,2024-02-05,34
23,삼성 갤럭시 버즈3,이어폰/헤드폰,통화 품질 좋고 착용감 편해요. 운동할 때 안 빠져서 좋습니다.,4,2024-02-06,45
24,삼성 갤럭시 버즈3,이어폰/헤드폰,케이스 마감이 별로예요. 플라스틱 느낌이 심합니다. 고급스럽지 않아요.,2,2024-02-07,23
25,애플 맥북 에어 M3,노트북,성능이 뛰어나고 발열도 없어요. 배터리도 하루 종일 갑니다!,5,2024-02-08,89
26,애플 맥북 에어 M3,노트북,윈도우 호환이 아쉬워요. 업무용 프로그램 중 안 되는 게 있습니다.,3,2024-02-09,56
27,애플 맥북 에어 M3,노트북,가격이 너무 비싸요. 같은 가격에 윈도우 노트북 더 좋은 거 살 수 있어요.,2,2024-02-10,78
28,삼성 갤럭시 탭 S9,태블릿,화면이 크고 선명해요. 필기감도 좋아서 노트 필기에 최고입니다.,5,2024-02-11,45
29,삼성 갤럭시 탭 S9,태블릿,무게가 무거워요. 오래 들고 있으면 팔이 아픕니다.,3,2024-02-12,23
30,아이패드 프로 M4,태블릿,그래픽 작업에 최고예요. 반응 속도가 빠르고 화면 품질이 뛰어납니다.,5,2024-02-13,67
31,아이패드 프로 M4,태블릿,가격이 노트북 수준이에요. 너무 비쌉니다. 학생은 구매하기 어렵네요.,2,2024-02-14,89
32,보스 QC45,이어폰/헤드폰,착용감이 편하고 노이즈캔슬링도 좋아요. 장시간 사용해도 귀 안 아파요.,5,2024-02-15,56
33,보스 QC45,이어폰/헤드폰,앱 연동이 불안정해요. 자꾸 끊기고 설정 초기화됩니다.,2,2024-02-16,34
34,닌텐도 스위치 OLED,게임기,화면이 선명하고 게임 퀄리티가 좋아요. 가족끼리 즐기기 좋습니다.,5,2024-02-17,78
35,닌텐도 스위치 OLED,게임기,조이콘 드리프트 문제 아직도 있어요. 고장 나서 AS 받았습니다.,2,2024-02-18,67
36,플레이스테이션 5,게임기,로딩 속도가 엄청 빨라요! 그래픽도 최고입니다. 게이머 필수템!,5,2024-02-19,89
37,플레이스테이션 5,게임기,구하기 너무 어려웠어요. 재고 없어서 웃돈 주고 샀습니다.,3,2024-02-20,45
38,삼성 갤럭시 워치 6,스마트워치,건강 관리 기능이 다양해요. 수면 추적이 정확하고 유용합니다.,4,2024-02-21,56
39,삼성 갤럭시 워치 6,스마트워치,배터리가 하루밖에 안 가요. 매일 충전해야 해서 번거롭습니다.,2,2024-02-22,78
40,애플 워치 시리즈 9,스마트워치,운동 추적이 정확하고 앱 생태계가 풍부해요. 아이폰과 연동 최고!,5,2024-02-23,67
41,애플 워치 시리즈 9,스마트워치,안드로이드 폰이랑 안 맞아요. 아이폰 없으면 기능 제한됩니다.,2,2024-02-24,45
42,샤오미 공기청정기,가전,조용하고 성능 좋아요. 가성비 최고입니다. 앱으로 원격 제어도 됩니다.,5,2024-02-25,56
43,샤오미 공기청정기,가전,필터 교체 비용이 생각보다 비싸요. 유지비가 만만치 않습니다.,3,2024-02-26,34
44,다이슨 에어랩,뷰티가전,머리 손상 없이 스타일링 가능해요! 열 없이 컬이 예쁘게 나와요.,5,2024-02-27,89
45,다이슨 에어랩,뷰티가전,가격이 너무 비싸요. 일반 고데기로도 충분할 것 같아요.,2,2024-02-28,67
46,필립스 전동칫솔,뷰티가전,칫솔질이 편하고 깨끗해져요. 배터리도 오래가고 충전 편해요.,4,2024-02-29,45
47,필립스 전동칫솔,뷰티가전,진동이 너무 강해요. 잇몸이 약한 사람은 주의해야 할 것 같아요.,3,2024-03-01,23
48,삼성 T7 SSD,저장장치,전송 속도가 엄청 빨라요! 영상 편집할 때 시간 단축됩니다.,5,2024-03-02,56
49,삼성 T7 SSD,저장장치,발열이 좀 있어요. 오래 사용하면 뜨거워집니다.,3,2024-03-03,34
50,샌디스크 USB,저장장치,가격 저렴하고 용량 충분해요. 기본적인 용도로 충분합니다.,4,2024-03-04,23
51,로지텍 MX Master 3,마우스/키보드,그립감이 좋고 버튼 커스터마이징이 편해요. 업무 효율이 올라갔어요.,5,2024-03-05,67
52,로지텍 MX Master 3,마우스/키보드,가격이 비싸요. 마우스치고 너무 비쌉니다.,3,2024-03-06,45
53,레오폴드 키보드,마우스/키보드,타건감이 최고예요! 키압이 적당하고 소리도 좋습니다.,5,2024-03-07,78
54,레오폴드 키보드,마우스/키보드,무접점이라 익숙해지는데 시간 걸려요. 처음에 오타 많이 나요.,3,2024-03-08,34
55,삼성 오디세이 G9,모니터,곡면 화면이 몰입감 있어요. 게임할 때 시야 넓어서 좋습니다.,5,2024-03-09,89
56,삼성 오디세이 G9,모니터,책상이 좁으면 설치 어려워요. 공간 많이 차지합니다.,3,2024-03-10,56
57,LG 27인치 모니터,모니터,가성비 좋은 모니터예요. 기본 업무용으로 충분합니다.,4,2024-03-11,34
58,LG 27인치 모니터,모니터,스탠드가 약해요. 조금만 건드려도 흔들립니다.,2,2024-03-12,23
59,캐논 EOS R6,카메라,AF 성능이 뛰어나요! 눈 추적이 정확해서 인물 사진에 최고입니다.,5,2024-03-13,78
60,캐논 EOS R6,카메라,배터리 소모가 빨라요. 여분 배터리 필수입니다.,3,2024-03-14,56
61,소니 A7 IV,카메라,영상 촬영에 최고예요. 4K 60fps 지원하고 화질 뛰어나요.,5,2024-03-15,89
62,소니 A7 IV,카메라,메뉴가 복잡해요. 초보자가 사용하기 어렵습니다.,3,2024-03-16,45
63,고프로 히어로 12,카메라,액션캠 중 최고! 손떨림 보정이 뛰어나고 화질도 좋아요.,5,2024-03-17,67
64,고프로 히어로 12,카메라,발열이 심해요. 오래 촬영하면 꺼집니다.,2,2024-03-18,56
65,DJI 미니 4 프로,드론,입문용으로 최고예요. 조작 쉽고 화질 좋습니다.,5,2024-03-19,78
66,DJI 미니 4 프로,드론,바람 불면 흔들려요. 바람 센 날은 비행 어렵습니다.,3,2024-03-20,45
67,삼성 갤럭시 S24,스마트폰,업데이트 후 버그가 많아요. 앱이 자꾸 튕깁니다. 빨리 고쳐주세요.,1,2024-03-21,134
68,삼성 갤럭시 S24,스마트폰,통화 품질이 깨끗해요. 소음 제거 기능이 좋습니다.,4,2024-03-22,34
69,애플 아이폰 15,스마트폰,USB-C 드디어 적용되서 편해요. 충전기 통일할 수 있어요.,4,2024-03-23,56
70,애플 아이폰 15,스마트폰,발열 문제 있어요. 게임하면 뜨거워지고 성능 저하됩니다.,2,2024-03-24,78
71,LG 그램 17,노트북,AS가 좋아요. 문제 생겼을 때 빠르게 처리해줬습니다.,4,2024-03-25,45
72,LG 그램 17,노트북,키보드 키감이 아쉬워요. 타건감이 뻑뻑합니다.,3,2024-03-26,23
73,소니 WH-1000XM5,이어폰/헤드폰,통화할 때 목소리가 잘 들린다고 해요. 마이크 성능 좋습니다.,4,2024-03-27,56
74,소니 WH-1000XM5,이어폰/헤드폰,접이식이 안 돼서 휴대가 불편해요. 케이스가 커요.,3,2024-03-28,34
75,에어팟 프로 2,이어폰/헤드폰,투명 모드가 자연스러워요. 대화할 때 빼지 않아도 됩니다.,5,2024-03-29,67
76,에어팟 프로 2,이어폰/헤드폰,이어팁이 잘 빠져요. 운동할 때 떨어질까봐 불안해요.,2,2024-03-30,45
77,다이슨 V15,청소기,먼지 감지 기능이 신기해요. 레이저로 먼지 보여서 청소가 재밌어요.,5,2024-03-31,78
78,다이슨 V15,청소기,AS 비용이 비싸요. 부품 교체하는데 많이 들었어요.,2,2024-04-01,89
79,삼성 비스포크 냉장고,가전,소음이 거의 없어요. 밤에도 조용해서 좋습니다.,4,2024-04-02,34
80,삼성 비스포크 냉장고,가전,도어 닫힘이 약해요. 잘 안 닫힐 때가 있어요.,3,2024-04-03,23
81,LG 올레드 TV,TV,게임 모드가 좋아요. 입력 지연이 적어서 게임하기 좋습니다.,5,2024-04-04,67
82,LG 올레드 TV,TV,리모컨 버튼이 작아요. 노인분들 사용하기 불편할 수 있어요.,3,2024-04-05,45
83,샤오미 로봇청소기,청소기,물걸레 기능도 좋아요. 바닥이 깨끗해집니다.,4,2024-04-06,56
84,샤오미 로봇청소기,청소기,AS가 아쉬워요. 한국 서비스 센터가 부족합니다.,2,2024-04-07,78
85,삼성 갤럭시 버즈3,이어폰/헤드폰,노이즈캔슬링이 생각보다 약해요. 소음 차단이 아쉽습니다.,3,2024-04-08,34
86,삼성 갤럭시 버즈3,이어폰/헤드폰,삼성폰과 연결이 빠르고 안정적이에요.,4,2024-04-09,45
87,애플 맥북 에어 M3,노트북,디자인이 예쁘고 얇아요. 가방에 넣기 편합니다.,5,2024-04-10,56
88,애플 맥북 에어 M3,노트북,포트가 부족해요. 허브 별도로 사야 합니다.,3,2024-04-11,67
89,삼성 갤럭시 탭 S9,태블릿,S펜 반응이 좋아요. 그림 그리기에 최고입니다.,5,2024-04-12,78
90,삼성 갤럭시 탭 S9,태블릿,가격이 계속 올라요. 신제품 나올때마다 비싸집니다.,2,2024-04-13,45
91,아이패드 프로 M4,태블릿,앱 품질이 좋아요. 전문가용 앱도 많고 최적화 잘 되어 있어요.,5,2024-04-14,67
92,아이패드 프로 M4,태블릿,애플 펜슬 별도 구매해야 해서 돈 더 들어요.,3,2024-04-15,56
93,보스 QC45,이어폰/헤드폰,비행기에서 사용하기 좋아요. 기내 소음 완벽 차단!,5,2024-04-16,89
94,보스 QC45,이어폰/헤드폰,케이스가 너무 커요. 휴대하기 불편합니다.,3,2024-04-17,34
95,닌텐도 스위치 OLED,게임기,휴대 모드로 어디서나 게임 가능해서 좋아요.,5,2024-04-18,56
96,닌텐도 스위치 OLED,게임기,타사 대비 성능이 약해요. 그래픽이 떨어집니다.,2,2024-04-19,67
97,플레이스테이션 5,게임기,독점 게임이 많아서 좋아요. 타이틀 퀄리티가 높습니다.,5,2024-04-20,78
98,플레이스테이션 5,게임기,팬 소음이 커요. 게임할 때 윙윙거립니다.,3,2024-04-21,45
99,삼성 갤럭시 워치 6,스마트워치,운동 추적이 정확해요. GPS도 잘 잡힙니다.,4,2024-04-22,56
100,삼성 갤럭시 워치 6,스마트워치,앱 설치 공간이 부족해요. 저장 용량이 작습니다.,2,2024-04-23,34
101,애플 워치 시리즈 9,스마트워치,심박수 측정이 정확해요. 건강 관리에 도움됩니다.,5,2024-04-24,67
102,애플 워치 시리즈 9,스마트워치,화면이 작아요. 시력 안 좋으면 보기 힘들어요.,3,2024-04-25,45
103,샤오미 공기청정기,가전,PM2.5 수치 확인 가능해서 좋아요. 공기질 모니터링!,4,2024-04-26,56
104,샤오미 공기청정기,가전,설명서가 중국어라 이해하기 어려웠어요.,2,2024-04-27,34
105,다이슨 에어랩,뷰티가전,선물로 받았는데 너무 좋아요! 머릿결이 좋아졌어요.,5,2024-04-28,78
106,다이슨 에어랩,뷰티가전,사용법이 어려워요. 익숙해지는데 시간 걸립니다.,3,2024-04-29,45
107,필립스 전동칫솔,뷰티가전,치과에서도 추천해줬어요. 치석 제거에 좋습니다.,5,2024-04-30,56
108,필립스 전동칫솔,뷰티가전,헤드 교체 비용이 비싸요. 정품 쓰려면 돈 많이 들어요.,3,2024-05-01,34
109,삼성 T7 SSD,저장장치,디자인이 예쁘고 작아요. 주머니에도 들어갑니다.,4,2024-05-02,45
110,삼성 T7 SSD,저장장치,가격이 조금 비싸요. 다른 브랜드보다 비쌉니다.,3,2024-05-03,23
111,샌디스크 USB,저장장치,인식 속도가 빨라요. 바로 연결됩니다.,4,2024-05-04,34
112,샌디스크 USB,저장장치,캡이 자꾸 잃어버려요. 일체형이면 좋겠어요.,2,2024-05-05,23
113,로지텍 MX Master 3,마우스/키보드,멀티 디바이스 연결이 편해요. 3대까지 전환 가능!,5,2024-05-06,56
114,로지텍 MX Master 3,마우스/키보드,손이 작은 사람에겐 클 수 있어요. 그립이 안 맞아요.,3,2024-05-07,34
115,레오폴드 키보드,마우스/키보드,내구성이 뛰어나요. 몇 년째 고장 없이 쓰고 있어요.,5,2024-05-08,67
116,레오폴드 키보드,마우스/키보드,LED 조명이 없어요. 어두운 곳에서 타이핑 어렵습니다.,3,2024-05-09,45
117,삼성 오디세이 G9,모니터,49인치 생산성 최고예요. 창 여러개 띄워서 작업하기 좋아요.,5,2024-05-10,78
118,삼성 오디세이 G9,모니터,전력 소모가 커요. 전기세 많이 나옵니다.,3,2024-05-11,56
119,LG 27인치 모니터,모니터,눈 보호 기능이 좋아요. 오래 봐도 피로하지 않아요.,4,2024-05-12,45
120,LG 27인치 모니터,모니터,베젤이 두꺼워요. 멀티 모니터 설치시 거슬려요.,2,2024-05-13,34
121,캐논 EOS R6,카메라,저조도 촬영 성능이 뛰어나요! 밤에도 깨끗하게 찍혀요.,5,2024-05-14,67
122,캐논 EOS R6,카메라,동영상 촬영시 오버히팅 있어요. 장시간 촬영 어렵습니다.,2,2024-05-15,56
123,소니 A7 IV,카메라,가격 대비 성능이 뛰어나요. 풀프레임 입문용 추천!,5,2024-05-16,78
124,소니 A7 IV,카메라,렌즈가 비싸요. 바디보다 렌즈에 돈 더 들어갑니다.,3,2024-05-17,45
125,고프로 히어로 12,카메라,방수 기능 최고예요! 수영장에서도 촬영 가능해요.,5,2024-05-18,56
126,고프로 히어로 12,카메라,야간 촬영 화질이 떨어져요. 어두운 곳에서는 노이즈가 심해요.,2,2024-05-19,34
127,DJI 미니 4 프로,드론,법적 규제 내에서 사용 가능해서 좋아요. 250g 이하!,5,2024-05-20,67
128,DJI 미니 4 프로,드론,배터리 추가 구매해야 충분히 즐길 수 있어요. 비용 추가됩니다.,3,2024-05-21,45
129,삼성 갤럭시 S24 울트라,스마트폰,S펜 내장이라 노트처럼 쓸 수 있어요. 업무용으로 최고!,5,2024-05-22,89
130,삼성 갤럭시 S24 울트라,스마트폰,크기가 너무 커요. 한 손 사용 불가능합니다.,3,2024-05-23,56
131,애플 맥 스튜디오,데스크탑,전문가용 작업에 최고예요. 영상 편집 3D 렌더링 빠릅니다.,5,2024-05-24,78
132,애플 맥 스튜디오,데스크탑,가격이 너무 비싸요. 취미로 쓰기엔 과합니다.,2,2024-05-25,67
133,인텔 NUC,데스크탑,작은 사이즈에 성능 좋아요. 공간 절약됩니다.,4,2024-05-26,45
134,인텔 NUC,데스크탑,확장성이 부족해요. 업그레이드 어렵습니다.,3,2024-05-27,34
135,레노버 씽크패드,노트북,비즈니스용으로 최고예요. 튼튼하고 내구성 좋아요.,5,2024-05-28,56
136,레노버 씽크패드,노트북,디자인이 구식이에요. 예쁘지 않습니다.,2,2024-05-29,34
137,에이수스 ROG,노트북,게이밍 성능 최고예요! 고사양 게임도 잘 돌아갑니다.,5,2024-05-30,78
138,에이수스 ROG,노트북,무게가 너무 무거워요. 휴대용이라 하기 어렵습니다.,2,2024-05-31,56
139,MSI 게이밍 노트북,노트북,쿨링 시스템이 좋아요. 발열 관리 잘 됩니다.,4,2024-06-01,45
140,MSI 게이밍 노트북,노트북,팬 소음이 심해요. 게임할 때 시끄럽습니다.,3,2024-06-02,34
141,델 XPS 15,노트북,디스플레이가 정말 좋아요. 색감 표현이 뛰어나요.,5,2024-06-03,67
142,델 XPS 15,노트북,키보드 배열이 익숙하지 않아요. 적응 필요합니다.,3,2024-06-04,45
143,HP 스펙터,노트북,디자인이 고급스러워요. 미팅에 들고 가면 멋져보여요.,5,2024-06-05,56
144,HP 스펙터,노트북,AS 센터가 적어요. 수리 받기 불편합니다.,2,2024-06-06,34
145,삼성 갤럭시 북3,노트북,삼성 기기와 연동이 좋아요. 덱스 기능 편리합니다.,4,2024-06-07,45
146,삼성 갤럭시 북3,노트북,가격 대비 스펙이 아쉬워요. 경쟁사보다 성능 낮아요.,2,2024-06-08,56
147,구글 픽셀 8,스마트폰,카메라 후처리가 최고예요! AI 보정이 자연스럽습니다.,5,2024-06-09,78
148,구글 픽셀 8,스마트폰,국내 AS가 어려워요. 직구라서 불안합니다.,2,2024-06-10,56
149,샤오미 14 울트라,스마트폰,라이카 카메라 대박이에요! 사진 퀄리티가 달라요.,5,2024-06-11,67
150,샤오미 14 울트라,스마트폰,MIUI 광고가 많아요. 거슬립니다.,2,2024-06-12,45
151,원플러스 12,스마트폰,가성비 플래그십! 스펙 대비 가격이 저렴해요.,5,2024-06-13,56
152,원플러스 12,스마트폰,방수 등급이 낮아요. 물에 조심해야 해요.,3,2024-06-14,34
153,오포 파인드 X7,스마트폰,충전 속도가 엄청 빨라요! 30분에 완충됩니다.,5,2024-06-15,67
154,오포 파인드 X7,스마트폰,국내 정발 안 돼서 아쉬워요. 직구해야 합니다.,2,2024-06-16,45
155,비보 X100 프로,스마트폰,야간 촬영 성능이 뛰어나요. 밤에도 밝게 찍혀요.,5,2024-06-17,56
156,비보 X100 프로,스마트폰,무게가 무거워요. 오래 들고 있으면 손목 아파요.,3,2024-06-18,34
157,삼성 갤럭시 Z 폴드5,스마트폰,폴더블 기술이 놀라워요! 태블릿처럼 쓸 수 있어요.,5,2024-06-19,89
158,삼성 갤럭시 Z 폴드5,스마트폰,주름이 신경 쓰여요. 화면 가운데 자국 있어요.,3,2024-06-20,67
159,삼성 갤럭시 Z 플립5,스마트폰,디자인이 예뻐요! 커버 화면이 커져서 편해요.,5,2024-06-21,78
160,삼성 갤럭시 Z 플립5,스마트폰,배터리가 빨리 닳아요. 하루 버티기 빠듯합니다.,2,2024-06-22,56
